hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,condition_encoded
19,347,12.83,23.2,22.9,85.28,0.828,27.075,0.6238,2
15,260,554.15,26.19,42.91,48.55,1.379,29.716,15.0,2
13,196,982.01,26.32,56.36,27.86,1.541,31.033,15.0,2
6,74,184.88,23.46,28.71,75.71,0.793,31.268,9.8468,2
14,226,833.36,24.99,50.17,33.78,2.617,28.825,15.0,2
15,117,634.51,20.8,39.54,53.89,4.622,29.825,15.0,2
8,288,333.76,25.63,36.2,61.39,7.07,28.847,15.0,2
7,223,359.82,22.2,33.5,69.62,5.171,30.828,15.0,2
5,58,16.22,25.42,27.31,87.81,4.591,28.867,1.0573,2
8,120,494.49,24.37,40.15,60.21,4.016,30.994,15.0,2
22,291,9.83,20.69,20.89,92.34,2.122,28.199,0.2143,2
20,212,17.24,18.76,17.73,89.88,1.893,28.073,0.511,4
18,305,127.74,28.27,32.18,72.09,0.969,28.149,5.7726,0
19,187,0.0,17.17,18.46,91.29,2.18,27.213,0.0,4
17,163,368.29,20.26,33.44,64.89,2.6,29.665,15.0,2
23,332,5.69,21.83,22.88,99.03,1.228,28.939,0.2932,4
19,116,22.69,16.97,17.81,89.49,1.893,28.942,1.2781,2
0,292,0.0,21.54,22.07,96.97,3.125,28.662,0.059,2
15,153,699.19,21.76,44.52,45.36,2.37,29.483,15.0,2
10,2,492.74,34.9,49.01,36.65,4.743,27.598,15.0,0
14,85,665.68,26.96,49.15,41.81,2.134,30.052,15.0,0
5,236,0.0,21.01,21.24,88.63,3.501,28.372,0.6808,2
14,145,843.49,21.91,48.99,34.99,4.842,31.701,15.0,4
16,247,471.26,25.68,39.66,57.71,2.805,30.298,11.5023,4
16,68,382.0,28.11,39.71,57.28,6.091,30.541,14.9037,0
16,240,471.75,24.16,40.46,59.61,3.71,30.899,15.0,2
11,99,812.75,29.12,54.33,33.9,1.846,31.093,15.0,4
3,290,0.37,20.37,20.83,92.33,2.285,4.041,1.8448,1
23,82,0.0,15.74,15.31,94.87,2.677,29.43,0.1598,2
11,113,880.32,25.44,52.53,35.19,2.98,32.244,15.0,0
6,357,169.29,30.5,36.23,76.68,3.798,4.402,8.4337,1
10,67,614.16,28.07,48.11,43.29,2.025,29.151,14.839,4
0,211,33.31,16.01,17.21,91.8,4.349,29.883,3.0829,2
14,72,630.49,27.72,46.85,42.24,2.052,29.347,15.0,0
12,83,826.5,29.74,55.27,30.4,5.262,30.199,15.0,2
15,77,524.57,26.14,42.76,44.25,2.159,30.764,15.0,2
10,47,572.32,30.73,49.96,43.56,0.834,20.372,15.0,3
2,232,0.0,16.99,16.54,91.83,1.598,17.91,0.2001,3
20,136,0.0,17.49,17.3,99.62,4.975,27.305,0.057,4
17,142,387.42,22.54,34.33,63.35,3.481,27.735,15.0,2
9,198,714.7,20.75,43.3,51.14,1.27,30.449,15.0,2
10,139,866.45,22.79,49.28,36.51,3.488,30.206,15.0,4
8,218,498.16,22.73,38.04,51.37,3.896,30.979,12.0484,4
10,330,450.35,33.05,47.67,39.05,1.831,30.256,9.8192,4
6,53,157.03,27.02,32.91,75.03,2.33,29.321,7.49,0
13,257,820.22,24.98,49.76,34.25,2.544,30.047,15.0,0
18,17,126.6,27.26,31.86,82.09,2.742,17.953,5.0067,3
15,117,653.19,23.63,44.68,41.01,2.277,29.645,15.0,4
7,276,247.67,23.91,32.63,69.52,3.379,17.559,10.0029,3
12,255,829.72,27.84,52.95,36.57,2.696,29.92,15.0,2
20,159,0.0,15.0,14.48,94.88,4.21,28.443,0.0,4
1,41,28.58,23.47,25.08,95.45,3.354,29.85,2.01,2
8,23,303.59,32.56,42.43,58.52,1.146,31.395,10.6289,0
2,210,17.55,14.37,16.34,93.95,3.939,29.081,1.0993,2
10,54,563.73,26.67,43.9,38.24,4.047,16.632,15.0,3
3,325,4.5,25.2,24.11,99.59,1.442,14.36,0.0494,3
6,224,208.47,22.33,28.74,73.85,1.898,29.507,12.3152,2
6,73,177.26,22.99,29.53,80.03,2.79,29.247,4.547,4
11,277,717.21,28.83,51.75,43.74,1.385,29.342,15.0,0
13,116,904.28,23.52,51.62,39.2,3.289,30.422,15.0,2
10,217,827.13,24.28,50.17,36.68,2.108,31.498,15.0,2
1,30,0.0,21.51,22.14,93.72,4.111,30.72,0.0546,2
0,239,0.0,15.58,14.44,99.28,3.963,30.276,0.0,2
3,35,13.91,24.25,24.18,91.39,2.482,28.966,0.3626,4
6,333,138.69,27.76,32.54,73.35,0.241,29.618,7.9275,2
18,277,152.05,24.01,28.19,73.48,2.55,28.752,10.1814,2
23,119,10.84,12.87,13.47,95.04,4.822,28.32,0.0,0
1,217,0.43,17.09,17.47,94.87,4.813,30.383,0.522,2
19,352,8.45,26.91,27.29,91.88,2.29,29.957,0.0142,2
2,152,0.0,16.4,16.56,97.79,1.998,28.175,0.4442,0
8,167,541.79,21.48,39.39,52.59,1.82,29.695,15.0,2
0,2,3.03,21.49,20.73,93.12,2.597,28.432,0.0,2
9,365,369.38,32.9,44.25,45.88,3.214,18.479,12.9891,3
7,45,232.13,29.14,37.89,70.02,4.113,29.075,13.3269,2
21,201,10.27,15.0,14.39,93.73,0.922,16.982,0.0115,3
1,159,13.1,13.81,14.59,95.11,2.63,26.403,1.2057,2
5,108,6.98,18.73,19.62,90.32,0.404,27.59,0.0,2
23,104,2.04,13.72,14.14,91.44,1.455,30.99,0.2274,2
14,329,436.91,29.79,42.64,42.81,1.644,29.409,11.0748,4
12,323,566.18,33.95,51.44,34.1,1.516,30.52,15.0,2
7,240,319.8,24.52,33.95,66.7,1.183,5.263,10.031,1
2,183,0.0,15.26,14.52,99.34,1.698,28.441,0.199,4
16,246,473.41,24.34,39.36,54.09,3.506,31.7,15.0,2
2,161,13.41,13.02,13.74,92.81,1.72,30.854,0.6236,2
23,71,16.38,19.6,18.86,96.0,3.85,29.246,0.0525,2
22,296,0.0,20.77,21.17,96.39,3.4,16.276,0.032,3
14,173,874.71,24.33,51.4,31.71,1.039,30.43,15.0,4
22,258,0.0,19.56,18.25,92.3,5.363,29.868,0.2858,0
1,229,6.62,19.5,21.19,95.05,2.29,3.787,2.7,1
21,208,2.9,14.54,14.0,95.46,0.669,28.636,0.421,4
11,15,527.27,31.02,47.88,38.7,2.154,30.724,15.0,2
17,36,227.11,30.14,37.42,69.59,4.813,28.535,5.9368,4
3,215,6.88,16.19,17.21,95.35,4.724,27.491,0.5717,2
21,77,0.0,20.25,18.39,95.17,0.971,29.274,0.0039,4
14,307,524.28,33.38,48.31,40.51,4.101,29.851,15.0,2
23,305,0.0,20.17,21.0,96.97,3.98,18.007,0.6005,3
1,308,3.93,24.43,23.45,97.08,2.345,28.248,0.0,4
2,290,10.58,24.31,23.93,94.85,5.061,27.948,0.5748,2
13,196,1014.91,21.71,52.76,33.85,0.727,32.005,15.0,2
19,224,0.0,19.19,18.28,86.98,1.583,28.854,0.5833,2
19,252,0.69,21.67,20.87,84.93,3.481,2.682,0.4627,1
14,5,451.66,31.72,46.81,44.8,1.211,29.591,15.0,2
16,231,476.72,22.14,36.21,49.66,0.626,29.03,11.6274,4
13,197,963.65,23.46,52.93,32.79,2.117,31.576,15.0,0
4,65,1.66,19.94,20.98,95.11,3.277,31.203,0.0,4
8,304,354.16,27.51,38.24,57.46,0.156,29.296,15.0,2
8,39,312.14,28.81,38.39,64.03,3.337,5.29,11.7358,1
16,114,468.02,22.85,38.4,57.08,0.281,26.789,15.0,0
17,334,199.97,31.02,37.01,64.86,0.471,29.462,4.9212,4
13,71,727.3,26.72,50.21,36.85,3.84,29.698,15.0,2
19,178,0.0,17.32,16.26,84.01,4.211,30.345,0.0273,4
11,278,669.98,30.89,50.7,33.54,3.037,28.038,15.0,4
1,113,21.79,15.4,15.95,97.13,3.91,28.356,1.4425,2
6,269,184.01,22.74,28.55,78.64,2.703,30.13,10.2181,2
14,38,511.06,27.04,42.1,41.57,1.598,30.114,15.0,2
12,293,650.52,31.23,51.39,33.51,4.664,29.625,15.0,4
23,305,0.0,22.04,23.18,90.13,0.755,29.23,0.2806,2
11,358,531.37,31.75,48.27,38.13,1.314,29.016,15.0,0
2,349,0.44,24.34,23.65,97.19,1.033,29.042,0.3712,4
16,239,487.5,24.68,40.36,51.7,4.649,30.888,15.0,2
8,253,427.69,24.69,38.22,56.46,1.504,30.592,15.0,2
16,256,427.2,24.83,37.31,53.42,1.657,31.501,9.6252,4
18,109,215.72,20.51,27.11,78.68,3.394,29.063,12.5335,2
12,51,661.79,33.15,54.15,29.03,0.805,29.527,15.0,0
8,228,532.86,20.74,37.24,55.43,3.748,31.124,15.0,2
19,346,7.92,29.33,29.17,84.79,6.05,27.789,0.3513,2
22,67,0.0,20.3,20.13,96.1,4.239,27.208,0.3746,2
1,289,0.0,21.18,20.36,92.63,2.322,4.097,0.0312,1
7,62,235.78,29.44,37.48,67.23,1.976,31.485,5.5849,4
9,48,460.07,30.67,45.72,52.22,1.998,31.027,15.0,2
18,7,103.25,28.14,31.87,80.7,2.367,3.75,8.0822,1
0,55,9.9,23.6,22.95,100.0,2.863,28.149,0.3998,0
18,217,217.61,19.41,27.24,76.21,3.892,30.568,13.4347,2
13,83,788.27,26.8,51.06,34.49,6.52,30.258,15.0,2
0,179,17.75,15.53,16.24,95.09,2.785,4.984,1.7127,1
12,195,1011.36,21.67,54.3,31.7,2.049,32.324,15.0,2
19,194,9.03,18.04,18.73,90.35,1.69,28.856,0.0281,4
17,144,371.39,20.27,32.03,64.8,1.55,28.624,9.0522,4
9,241,612.18,27.72,45.71,46.44,1.139,29.125,15.0,0
12,7,528.11,34.26,51.06,33.2,3.701,30.527,15.0,0
7,202,332.8,18.38,27.8,70.97,4.097,30.105,15.0,2
10,126,826.95,22.18,47.38,39.48,1.807,1.598,15.0,1
19,79,0.0,23.97,23.49,87.45,1.54,27.697,0.1206,2
13,330,510.13,31.62,48.01,37.09,4.12,29.307,15.0,0
13,158,1014.27,21.48,54.21,30.96,4.122,30.677,15.0,2
9,223,676.3,24.03,44.38,41.36,2.608,30.221,15.0,2
14,215,838.75,24.12,49.26,48.28,0.698,18.379,15.0,3
12,323,550.4,34.54,52.8,39.94,2.218,29.814,15.0,2
22,263,6.08,14.54,14.45,97.18,2.592,28.586,0.3931,2
6,228,187.7,18.72,24.83,76.35,1.903,29.212,4.1857,4
8,359,247.8,28.84,36.02,65.88,0.946,29.292,6.8149,4
19,8,0.0,28.44,28.18,87.84,0.962,15.373,0.0463,3
10,34,537.49,31.62,48.44,44.6,2.611,16.767,15.0,3
18,48,149.02,25.53,29.81,78.02,4.287,29.129,4.3828,4
9,364,373.46,30.75,41.25,46.72,0.956,17.756,13.2738,3
16,343,260.9,31.85,40.75,59.2,2.278,27.093,7.3856,4
18,219,219.47,21.24,27.26,76.67,1.878,28.408,13.844,2
18,274,162.81,23.48,28.48,75.55,2.283,29.929,4.0557,4
18,250,210.96,21.06,26.62,78.88,3.308,30.151,11.6379,2
11,259,796.56,28.18,52.64,32.42,0.786,3.875,15.0,1
13,60,669.79,32.81,53.25,43.1,4.14,30.946,15.0,2
12,166,1034.28,22.53,54.67,24.3,1.628,30.526,15.0,2
8,276,374.4,26.44,38.86,52.66,5.297,28.871,15.0,0
6,186,233.8,17.33,24.0,77.44,2.643,28.572,5.833,4
12,208,999.5,26.52,57.45,32.88,1.791,30.325,15.0,0
2,144,17.14,12.4,13.45,93.18,0.884,28.846,0.0,4
10,89,722.2,26.57,48.1,39.14,1.599,29.744,15.0,2
7,196,362.45,20.46,31.73,65.59,3.918,30.106,8.9122,4
16,200,526.02,20.68,37.41,62.29,4.83,30.242,15.0,2
8,208,545.57,22.73,39.37,52.03,1.411,30.074,15.0,2
14,240,718.92,26.06,48.62,36.96,0.506,31.42,15.0,2
11,334,550.23,31.63,49.05,36.59,1.454,5.95,15.0,1
10,46,560.28,31.89,49.62,43.9,3.929,5.546,15.0,1
18,190,266.93,19.15,28.16,73.95,1.978,30.444,6.6356,4
16,145,539.68,22.07,38.25,55.74,5.836,31.421,15.0,0
18,364,104.58,28.74,30.73,79.56,1.414,30.405,6.299,2
15,339,350.63,33.92,46.01,50.0,2.278,28.117,13.8231,0
17,68,242.38,26.29,34.39,67.79,2.572,17.964,8.8311,3
17,187,410.64,20.15,32.62,64.83,4.408,29.76,15.0,0
9,2,354.13,29.82,39.99,52.45,4.216,29.89,15.0,2
5,358,0.0,26.67,26.91,89.93,2.303,28.818,0.0303,2
7,347,234.99,27.32,35.12,65.98,4.717,27.771,6.4624,4
20,52,15.93,22.66,23.88,97.94,2.517,29.198,0.3412,2
12,333,559.42,32.23,50.28,36.33,1.785,3.479,15.0,1
17,23,222.01,28.27,35.41,71.94,1.177,30.377,5.1055,4
5,323,21.88,28.72,29.53,90.62,4.572,29.393,2.0393,2
3,155,10.87,12.59,13.17,97.09,2.226,27.994,0.007,4
12,355,493.42,35.93,52.9,41.25,2.492,31.074,15.0,2
17,228,356.7,24.78,36.53,71.5,2.02,30.657,13.7684,0
1,95,4.28,17.89,17.36,94.61,2.795,3.56,0.0003,1
23,76,0.0,18.62,18.73,94.52,1.143,28.948,0.0,2
20,338,15.29,25.29,26.43,89.94,2.565,29.327,0.6684,4
13,331,508.03,34.83,51.34,38.98,1.382,17.407,15.0,3
9,107,618.71,25.22,44.62,45.55,1.475,30.239,15.0,0
16,213,520.23,21.82,37.35,57.37,4.661,29.804,15.0,2
4,131,19.06,15.97,17.59,91.6,0.342,27.496,0.5041,2
22,132,22.18,16.62,17.29,94.09,2.169,28.4,0.4314,2
22,152,4.18,11.61,11.33,97.89,2.735,28.847,0.4704,2
22,86,0.09,16.72,15.11,95.43,3.534,28.936,0.0,2
14,262,684.96,26.92,47.41,37.28,2.895,30.62,15.0,2
20,332,0.0,27.09,25.84,95.08,4.604,28.053,0.6081,2
1,78,13.24,18.96,18.92,97.67,1.795,29.327,0.1609,4
6,75,175.96,22.38,26.67,76.64,1.445,28.837,9.9763,2
3,361,9.1,23.28,23.52,89.05,2.144,27.987,0.948,2
8,324,295.28,27.54,36.93,59.3,3.713,31.328,15.0,2
10,28,460.05,33.63,48.91,41.73,1.493,28.776,15.0,2
23,88,9.03,16.77,16.38,94.68,4.496,29.548,0.2454,2
2,112,3.63,16.13,16.71,100.0,2.884,29.939,0.004,2
6,98,188.25,18.82,25.67,77.91,0.682,30.727,11.9151,2
12,215,987.35,24.08,55.93,27.63,4.182,29.556,15.0,4
18,25,132.63,29.38,33.16,79.65,1.835,30.261,6.9421,2
7,157,391.9,17.49,30.11,67.8,4.104,19.263,15.0,3
12,101,851.57,23.87,50.3,33.78,4.645,30.754,15.0,4
0,136,9.04,16.98,16.61,96.55,1.908,27.763,0.1585,2
10,199,872.51,21.69,49.33,37.72,1.646,29.544,15.0,4
8,8,264.24,26.78,35.27,52.5,1.869,29.055,14.9294,2
12,165,1033.19,21.09,54.16,26.54,3.206,30.628,15.0,4
1,128,0.0,14.69,16.18,95.77,3.794,28.746,0.0841,4
0,290,4.32,21.99,22.82,100.0,2.097,18.284,0.1036,3
8,274,385.61,27.31,39.66,58.99,2.703,30.604,15.0,2
23,5,6.24,23.8,24.38,95.53,0.671,5.577,2.4666,1
13,233,880.61,27.91,56.73,33.38,2.987,29.914,15.0,0
4,328,31.67,26.18,25.31,92.67,2.64,29.668,0.6924,0
20,243,3.45,16.35,15.84,90.46,4.167,27.208,0.0,0
5,331,11.03,25.76,25.33,89.58,4.65,28.604,0.0,4
8,257,447.4,26.63,39.13,61.76,3.371,19.724,15.0,3
9,249,582.42,26.29,45.64,45.71,2.774,15.633,15.0,3
22,306,0.0,22.66,24.06,91.32,2.702,28.717,0.0,2
3,161,0.72,15.71,15.07,95.09,4.449,28.128,0.5317,2
18,102,209.55,19.06,25.28,72.58,5.07,29.907,13.4078,2
19,312,0.0,25.87,26.53,91.25,4.081,28.683,0.2002,2
15,38,401.48,26.66,39.5,48.93,3.527,5.387,14.8879,1
21,187,8.92,15.79,15.06,93.2,1.157,28.364,0.0,0
18,349,144.16,27.25,31.74,83.12,2.174,14.49,7.8952,3
15,64,505.99,27.26,43.14,50.02,3.519,16.512,15.0,3
13,319,569.12,32.6,50.71,38.45,4.375,29.005,15.0,2
4,30,0.0,24.04,24.09,100.0,1.443,29.3,0.0,2
5,183,0.0,16.15,17.69,89.6,0.926,28.475,0.1923,4
0,168,4.51,12.16,12.55,100.0,1.171,29.602,0.475,2
4,161,0.0,9.79,10.66,97.72,1.826,29.259,0.421,0
22,315,0.0,22.09,21.24,97.32,1.382,18.525,0.0421,3
18,250,186.68,21.82,28.77,72.18,1.706,29.423,7.883,0
22,117,21.51,15.18,15.41,98.77,2.195,26.691,2.1549,2
0,185,10.27,13.84,13.72,95.46,1.288,29.366,0.529,4
23,64,0.0,20.83,20.59,100.0,2.038,29.886,0.0,2
9,44,422.95,27.49,41.05,47.94,0.922,30.794,15.0,2
11,112,888.71,28.12,55.6,33.52,5.052,18.296,15.0,3
9,311,425.03,30.55,45.23,45.8,2.345,30.268,15.0,0
4,159,4.58,13.76,13.48,95.6,0.963,29.588,0.0926,2
15,309,393.24,28.07,41.05,54.36,0.892,29.27,15.0,0
17,140,336.91,19.98,31.09,67.32,4.649,30.197,14.8531,0
4,319,0.0,23.73,23.76,91.67,3.555,28.684,0.5642,2
2,113,0.0,16.57,18.03,93.04,4.339,18.034,0.1327,3
0,73,0.0,20.01,19.93,90.59,2.743,29.076,0.0525,0
0,293,1.52,22.32,23.49,94.76,4.474,29.085,0.1601,0
19,306,7.15,27.45,26.55,96.44,2.346,29.085,0.2779,2
2,284,12.54,20.51,20.73,91.42,3.698,29.102,0.0063,4
14,61,573.55,30.75,51.08,44.35,2.88,27.877,13.7869,4
8,212,527.93,22.56,40.31,55.04,5.618,28.783,13.2364,4
14,74,685.11,28.27,49.27,33.12,1.899,29.894,15.0,4
21,136,9.95,13.11,14.14,94.33,4.239,17.123,0.0967,3
2,22,11.52,21.84,22.57,100.0,3.987,28.916,0.3315,2
7,229,346.43,22.36,33.6,64.27,4.391,30.532,15.0,2
21,352,26.8,25.8,26.79,97.68,1.746,28.09,0.6551,4
15,331,392.51,30.53,42.76,47.68,1.029,19.543,13.3001,3
15,198,675.67,21.28,42.16,47.79,3.439,30.272,15.0,4
4,33,7.68,22.04,23.37,99.01,4.576,29.343,0.0093,4
8,245,435.87,24.96,40.06,58.91,2.011,28.791,10.8801,4
10,29,486.33,30.94,45.93,41.42,1.573,30.419,15.0,0
4,118,4.3,17.09,16.63,94.34,7.283,29.053,0.1249,2
9,57,471.64,28.63,43.3,51.31,5.698,18.687,15.0,3
6,142,198.61,19.38,24.66,78.01,1.316,31.13,8.0326,0
2,311,0.0,23.17,23.73,95.35,2.685,25.302,0.4651,2
18,80,166.61,23.68,28.41,76.38,0.737,28.602,10.9708,2
20,204,0.0,16.26,16.53,96.89,1.955,27.4,0.5269,2
12,106,911.53,28.23,56.94,24.54,5.418,30.184,15.0,4
7,308,223.41,26.71,36.05,70.55,2.054,29.274,13.1779,2
13,206,952.49,22.14,53.01,34.74,5.672,30.789,15.0,0
1,93,0.35,17.53,17.42,97.69,2.11,30.008,0.005,2
21,103,12.75,18.36,18.19,93.53,0.462,30.467,0.4722,0
5,324,14.4,24.97,26.01,86.11,3.966,27.701,1.784,2
16,167,515.72,20.79,37.13,55.47,3.469,29.795,15.0,2
16,69,399.75,25.38,37.3,54.96,0.681,29.023,9.5356,4
7,54,238.46,27.27,35.1,68.48,1.983,17.713,9.7532,3
13,119,891.16,24.25,52.17,34.45,2.917,29.348,15.0,2
6,346,109.0,30.54,35.2,77.6,0.438,29.923,5.3256,0
8,128,503.06,22.29,38.75,57.03,3.974,28.192,12.1494,4
4,167,27.69,14.52,15.66,89.32,0.236,27.348,1.4786,2
16,44,311.75,30.71,41.49,59.33,2.537,28.823,15.0,2
16,130,542.96,21.18,37.7,53.92,4.277,19.692,15.0,3
12,282,691.65,29.69,51.42,36.22,2.675,29.503,15.0,2
12,153,1035.05,23.38,55.69,37.22,3.073,30.152,15.0,2
3,42,24.02,23.37,23.59,93.36,4.266,27.775,0.5269,2
4,57,11.55,20.86,20.96,93.32,4.223,28.274,0.0,4
5,7,0.0,27.16,28.32,90.81,0.814,29.434,0.1039,2
11,259,782.32,26.87,51.37,33.57,3.928,30.979,15.0,0
3,82,8.84,16.12,17.22,97.42,1.624,28.824,0.3347,2
1,304,0.0,20.74,20.84,97.27,2.218,30.491,0.0168,0
17,22,176.81,31.23,36.23,74.3,2.42,28.607,7.2633,0
16,343,286.35,30.24,39.59,54.67,2.952,28.784,15.0,2
4,101,5.42,18.24,19.52,92.84,1.277,17.963,0.0139,3
14,295,562.51,31.8,48.93,40.34,3.591,29.441,15.0,2
8,163,551.13,22.77,39.58,48.09,1.66,29.604,13.364,4
16,201,554.93,20.95,39.65,56.46,3.191,31.247,15.0,2
9,244,590.11,24.05,42.98,50.06,5.474,28.548,15.0,2
16,201,514.97,22.87,39.26,48.61,0.795,29.95,15.0,2
14,219,841.54,24.53,50.25,41.52,1.824,30.4,15.0,2
8,332,270.73,29.21,37.39,57.94,1.031,29.464,7.1094,4
2,190,14.99,16.06,16.66,99.46,2.141,27.986,0.6272,2
4,164,7.81,13.68,12.83,96.1,1.86,28.516,0.9874,2
2,72,27.5,20.54,20.54,92.78,5.247,28.675,0.1009,4
19,110,3.92,19.86,19.33,88.74,4.349,29.188,0.0,0
2,102,0.0,17.69,15.82,97.17,2.185,29.28,0.0105,0
3,55,3.4,19.96,20.18,96.39,2.208,28.309,0.6284,0
5,285,7.17,26.11,27.19,87.68,3.696,27.917,0.2649,4
22,362,7.67,22.09,22.81,96.03,1.997,29.635,0.6949,0
2,216,0.0,15.33,14.89,91.65,3.367,26.75,0.1809,4
19,328,8.64,26.61,27.13,86.07,1.869,28.61,0.31,2
17,277,257.39,25.15,33.65,64.28,2.669,29.203,5.9068,4
12,343,529.6,35.9,53.57,40.48,1.608,18.343,15.0,3
19,332,10.83,23.69,24.94,90.42,3.152,26.966,0.0,4
6,4,135.61,30.06,34.39,79.22,2.999,29.0,8.7138,2
20,142,15.51,15.73,16.39,92.84,1.0,28.866,1.1978,2
3,269,3.68,19.11,18.49,96.1,1.907,28.178,0.7908,2
17,126,328.32,20.64,30.6,66.3,2.918,30.474,15.0,2
16,57,370.25,26.7,38.52,60.6,2.274,29.123,9.0951,4
6,237,206.72,22.05,28.04,80.21,1.162,29.367,11.7364,2
8,290,406.57,28.11,42.5,58.17,1.441,28.798,15.0,2
0,241,22.8,18.46,17.54,94.3,5.87,27.832,0.9435,2
17,286,234.36,26.03,33.27,66.62,2.902,16.922,10.3685,3
15,338,362.09,32.93,43.28,49.21,1.31,29.615,15.0,2
12,161,1056.17,23.21,55.45,29.38,2.628,31.316,15.0,2
22,52,0.0,20.4,21.28,98.68,3.129,16.745,0.0828,3
10,204,848.94,22.69,49.53,32.61,1.689,30.926,15.0,0
2,81,0.0,18.87,19.62,97.05,1.898,30.26,0.5034,0
18,27,164.34,29.32,35.41,77.04,0.474,29.209,9.8802,2
21,7,1.27,24.21,23.84,95.11,1.556,27.366,0.0,2
9,145,703.77,25.13,48.33,42.89,2.784,30.056,15.0,2
10,96,732.88,26.05,48.89,36.86,2.005,30.125,15.0,4
17,10,192.65,31.11,37.73,69.88,0.921,28.349,8.5307,0
21,345,0.0,24.55,24.72,99.08,3.154,29.76,0.2291,2
12,235,909.01,23.82,52.8,29.83,1.568,30.047,15.0,2
3,354,6.01,24.87,26.46,95.43,4.24,17.822,0.9938,3
16,248,405.68,26.91,39.73,63.44,1.841,28.447,15.0,2
11,192,1010.17,22.78,55.64,30.88,1.469,28.773,15.0,2
14,57,578.46,30.99,48.63,44.15,1.51,28.555,14.0873,4
0,132,11.08,14.28,15.18,89.43,2.232,28.011,0.5565,2
12,168,1016.32,23.83,56.45,26.38,3.482,31.118,15.0,2
20,24,8.58,23.65,24.54,93.76,2.066,28.207,1.4725,2
7,156,399.17,17.04,29.28,61.97,1.739,29.59,15.0,2
13,320,568.13,31.31,49.16,36.74,2.168,31.019,15.0,2
10,246,731.52,28.31,51.2,40.86,1.048,18.214,15.0,3
15,360,368.56,31.52,43.11,48.49,1.719,30.106,8.6694,4
13,23,545.1,32.06,48.66,36.97,4.893,28.645,13.6252,4
23,220,0.0,16.32,16.41,95.12,2.5,14.978,0.4918,3
14,84,712.87,27.17,50.08,36.91,1.415,30.112,15.0,2
4,279,13.12,19.7,20.5,91.29,1.939,27.648,0.1347,2
15,67,493.91,25.24,39.92,44.0,2.156,28.161,15.0,2
3,148,0.53,13.88,14.89,95.62,3.228,3.3,0.0,1
1,310,0.0,19.99,18.87,93.38,1.374,30.226,0.0,2
14,353,436.75,31.02,45.02,40.08,5.84,29.15,15.0,2
20,289,1.1,23.68,24.4,90.01,3.126,28.883,1.0708,2
9,127,668.4,23.02,43.53,49.79,2.472,30.904,15.0,0
19,12,0.0,24.59,25.67,86.49,1.448,27.858,0.0714,2
9,124,669.95,21.86,41.36,48.11,1.551,29.09,15.0,0
20,364,3.28,27.92,27.05,94.66,1.929,30.249,0.1913,4
13,219,929.41,23.08,51.68,28.23,3.564,30.738,15.0,2
19,302,7.06,26.7,28.02,88.31,1.059,29.216,0.2666,2
18,244,187.33,22.44,27.08,71.28,1.558,28.738,11.0403,2
21,20,25.48,21.32,20.55,94.69,3.105,28.228,1.2111,4
12,328,555.14,32.14,49.61,33.75,3.177,27.484,15.0,2
11,175,1039.09,25.41,57.24,30.65,1.998,32.208,15.0,0
6,274,171.84,21.85,27.35,81.94,4.646,15.373,7.5979,3
2,120,13.13,19.02,18.11,96.52,2.607,28.837,0.8136,0
14,60,593.42,29.08,47.34,37.49,1.77,31.124,15.0,2
16,98,440.34,24.54,38.29,57.59,0.997,4.345,15.0,1
19,92,0.0,20.49,21.12,81.06,1.134,30.09,0.0937,2
8,232,485.86,23.52,37.84,55.58,3.935,28.638,11.8096,4
11,211,946.34,24.52,54.88,35.04,2.19,29.2,15.0,2
0,308,7.83,26.97,27.16,90.96,1.795,28.848,0.0,4
22,272,10.92,19.02,19.81,92.25,4.384,30.021,0.4341,0
11,248,824.66,23.59,49.48,30.55,2.459,30.915,15.0,2
13,146,966.52,22.18,52.25,30.15,3.456,30.315,15.0,4
21,16,0.0,24.2,25.71,97.01,3.419,18.249,0.977,3
3,131,0.0,12.77,13.05,95.26,2.071,28.648,0.0147,4
3,222,0.21,14.6,13.03,91.13,4.343,4.357,0.021,1
15,68,521.69,27.26,44.29,52.84,5.557,31.603,15.0,2
11,293,622.11,31.39,50.47,39.74,1.937,30.484,15.0,2
13,247,829.29,26.78,51.89,34.84,2.382,29.442,15.0,0
18,108,207.33,23.27,31.21,81.83,1.16,29.158,11.8749,2
23,128,5.99,13.41,13.68,99.51,1.967,28.311,1.0125,2
20,328,13.8,27.62,26.55,99.56,0.594,29.294,0.0,4
10,198,864.83,24.11,51.48,38.83,1.979,29.814,15.0,4
15,240,612.75,25.67,44.0,44.55,0.927,16.519,15.0,3
12,360,528.13,33.3,49.6,35.74,3.774,31.709,15.0,2
4,60,30.94,21.77,22.99,98.29,3.463,27.979,1.1219,2
14,82,672.99,28.25,50.4,42.89,1.913,30.629,15.0,4
5,22,0.0,26.92,27.35,95.9,2.219,29.245,0.3629,0
21,347,6.35,23.83,22.94,96.77,1.221,27.77,0.0,4
7,289,242.27,28.72,35.94,69.62,1.994,30.526,13.9673,2
4,257,43.87,18.18,18.42,91.08,0.959,28.994,1.1304,4
4,122,5.62,15.83,15.3,93.24,3.18,29.261,0.1381,4
10,274,642.09,29.81,49.99,42.42,0.724,4.476,15.0,1
