hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,power_W
13,222,936.35,24.95,53.13,34.31,1.139,638.73
14,262,684.96,26.92,47.41,37.28,2.895,1124.87
20,122,0.39,16.13,16.46,91.24,3.055,2.05
15,298,466.35,29.23,41.67,40.88,2.443,523.72
18,209,223.68,19.45,25.71,78.33,0.286,375.51
18,39,154.83,25.72,29.7,76.14,0.551,120.71
1,270,0.0,20.84,21.72,98.93,1.751,9.95
9,88,555.31,24.94,42.25,45.43,2.706,411.95
8,273,367.35,25.35,37.24,57.5,4.458,628.21
14,100,753.2,27.79,52.71,42.91,2.001,1197.43
20,249,0.0,22.58,23.32,94.89,4.714,7.05
1,293,0.0,23.55,22.94,91.7,1.713,0.0
4,101,5.42,18.24,19.52,92.84,1.277,0.0
6,151,261.81,17.37,26.38,79.22,0.299,263.93
8,19,270.79,31.12,40.97,56.8,0.541,331.23
0,36,9.16,23.04,22.84,92.62,5.168,0.0
16,118,509.02,22.63,36.82,56.99,1.88,864.26
3,179,3.15,16.07,14.99,96.59,3.114,11.88
16,292,338.81,26.56,36.72,53.01,0.461,583.54
5,279,9.89,21.64,21.44,93.72,1.387,34.37
0,239,0.0,15.58,14.44,99.28,3.963,11.31
9,203,715.94,23.89,46.6,42.06,5.227,1166.76
14,271,639.33,28.38,48.38,43.5,2.573,1036.79
3,61,20.55,19.81,20.36,91.79,2.237,26.93
15,156,739.37,21.09,43.24,43.21,2.393,1239.22
5,236,0.0,21.01,21.24,88.63,3.501,7.38
6,112,193.0,22.0,28.01,79.0,3.09,141.56
21,290,8.03,23.06,22.6,98.82,0.499,5.86
12,333,514.74,34.69,50.86,36.19,1.429,588.63
14,288,572.75,31.32,49.3,41.85,3.097,400.67
1,275,0.0,19.09,18.89,95.81,0.772,3.12
17,296,222.18,28.43,34.74,62.23,1.06,251.58
17,347,176.61,29.26,34.97,67.62,4.084,328.43
5,359,0.0,25.79,25.34,84.3,4.171,13.93
4,316,0.0,20.55,19.54,96.43,3.056,10.18
0,305,31.83,23.04,24.34,94.82,0.879,12.72
5,346,4.22,27.14,26.77,97.08,1.974,0.0
22,285,0.0,19.12,18.27,92.33,3.414,0.96
1,128,0.0,14.69,16.18,95.77,3.794,17.64
11,341,507.14,34.32,49.33,42.61,2.394,296.69
4,126,8.41,17.61,18.39,96.16,1.588,28.68
7,254,315.5,21.56,32.19,71.31,4.348,583.33
2,54,0.0,20.67,20.3,96.68,2.935,9.07
7,207,356.05,17.47,29.68,66.64,4.696,648.27
13,340,510.76,31.98,49.09,42.25,2.283,560.13
2,109,16.84,17.04,18.89,100.0,3.234,20.44
14,179,896.74,21.78,49.55,37.67,2.156,1425.15
3,219,3.97,16.83,16.52,96.33,1.375,0.0
15,126,667.28,23.27,43.4,49.37,2.002,1102.17
21,169,2.27,12.35,12.45,98.14,3.657,0.0
0,283,0.0,21.11,23.33,95.25,3.316,22.59
11,3,531.98,34.62,50.31,37.17,3.107,863.43
18,37,114.93,25.12,29.04,81.33,5.301,135.86
10,243,782.82,28.1,53.6,35.55,5.658,1253.76
5,214,0.0,17.72,17.39,88.51,1.85,0.0
14,12,474.06,32.4,46.43,38.77,1.784,331.6
3,215,14.82,16.19,15.01,98.08,3.243,0.0
9,127,668.4,23.02,43.53,49.79,2.472,740.62
3,222,0.21,14.6,13.03,91.13,4.343,0.22
20,169,0.0,15.11,15.41,95.72,4.332,11.26
7,360,205.8,31.7,38.61,67.24,3.16,345.17
20,358,28.67,24.09,23.66,94.09,4.57,31.59
4,294,6.75,21.32,21.13,100.0,2.968,12.11
10,283,595.84,28.7,48.58,39.67,3.424,691.4
23,190,0.0,13.81,13.76,96.39,1.401,4.85
19,297,0.2,24.36,24.73,84.06,3.103,0.7
13,320,568.13,31.31,49.16,36.74,2.168,925.64
13,131,940.16,22.88,52.8,36.87,4.183,1502.79
8,272,383.05,26.06,38.19,54.69,2.049,686.8
15,271,514.97,25.58,41.16,48.59,3.123,589.32
16,308,322.49,28.78,39.39,59.33,3.678,566.04
11,134,945.6,22.96,52.52,32.9,3.219,1494.31
1,182,6.8,15.06,15.07,96.44,5.146,2.26
14,63,604.48,28.73,47.03,41.31,3.157,436.82
10,20,449.34,32.34,46.92,44.65,2.778,744.62
5,146,0.0,16.35,17.36,92.16,2.495,0.0
23,145,6.71,12.6,13.34,95.45,2.705,0.0
6,176,245.82,16.77,24.55,77.91,2.807,176.32
1,94,2.59,18.24,18.86,89.93,2.832,10.3
15,105,632.31,23.43,42.15,43.27,1.396,441.64
19,187,19.22,16.31,17.8,92.45,2.544,31.07
13,146,966.52,22.18,52.25,30.15,3.456,664.21
9,35,417.05,32.19,44.06,49.61,0.322,466.11
14,275,619.1,28.87,47.87,36.42,2.217,452.43
20,292,0.35,24.57,23.9,95.71,5.217,0.0
9,157,737.83,21.63,43.71,40.96,3.19,500.09
22,25,0.05,24.23,24.98,92.59,2.193,0.0
23,271,5.48,18.02,18.49,100.0,3.338,0.0
1,248,32.05,18.21,19.19,90.39,3.621,79.39
10,56,586.51,29.7,48.4,38.85,1.408,363.39
19,271,8.05,23.04,24.12,90.16,0.921,20.29
17,301,204.6,26.48,31.3,66.23,0.642,361.25
14,84,712.87,27.17,50.08,36.91,1.415,1172.52
0,319,0.0,23.99,23.93,98.04,1.4,2.81
11,139,955.02,25.63,56.09,30.96,1.231,1033.69
0,335,0.0,23.54,23.0,90.12,2.433,8.01
15,108,624.14,26.24,44.78,48.48,5.987,1060.34
9,117,647.75,24.12,44.24,48.03,5.003,1093.77
19,53,1.41,22.14,22.4,88.53,2.814,0.0
13,18,546.82,33.24,49.95,36.62,3.581,890.24
4,284,5.21,18.57,18.1,95.79,4.958,7.92
18,126,228.19,22.34,28.7,79.63,1.535,37.09
22,166,0.0,13.05,12.81,97.13,2.869,6.11
15,71,541.77,29.42,44.95,50.49,3.617,869.43
2,187,2.32,12.47,13.85,92.47,2.001,0.0
22,96,0.05,17.82,19.22,94.22,2.773,14.8
19,25,0.0,26.67,26.92,84.61,1.315,0.0
1,350,0.0,21.87,20.98,92.57,3.76,20.72
3,281,1.53,18.49,18.52,96.67,2.471,11.9
7,278,279.05,27.21,36.06,71.47,4.165,215.01
21,29,2.5,21.53,20.81,96.64,4.941,0.0
13,20,537.13,29.48,46.43,35.17,1.944,882.7
12,164,1059.95,23.36,55.95,27.01,1.973,674.89
23,123,0.0,13.67,13.24,100.0,2.879,1.44
20,116,0.0,16.48,15.07,95.85,1.526,0.0
9,195,667.97,21.93,42.79,46.36,3.404,1084.2
3,150,6.66,14.19,14.31,89.36,2.317,4.73
23,348,12.04,21.16,20.39,94.87,5.599,7.25
16,343,260.9,31.85,40.75,59.2,2.278,196.21
1,79,4.47,19.68,20.21,100.0,1.791,0.0
0,78,7.28,17.67,17.57,97.89,2.008,21.46
20,122,1.35,14.86,13.72,94.63,1.555,0.0
2,179,5.6,14.06,14.21,88.18,1.974,12.77
11,165,1013.05,21.51,52.85,31.52,2.407,1126.38
15,198,724.72,22.03,43.45,47.13,3.543,461.79
12,147,1012.49,24.24,56.07,28.48,2.892,626.59
23,53,0.0,20.48,21.63,91.78,4.182,2.33
14,257,666.12,24.69,44.35,35.19,8.083,475.0
13,170,1013.48,23.01,54.76,30.82,2.704,698.56
7,212,367.81,21.48,32.75,71.32,2.581,287.83
10,335,482.25,32.18,47.93,48.5,3.007,803.59
6,233,191.48,21.44,26.96,78.62,2.892,348.09
21,78,16.79,18.86,19.4,95.39,1.701,0.0
0,251,7.33,20.2,19.64,93.86,2.894,3.01
23,328,0.0,23.05,22.39,92.34,2.691,3.02
3,211,13.84,12.17,11.39,92.3,1.837,9.89
13,191,977.05,24.7,55.83,30.95,3.147,610.51
22,61,0.0,20.94,19.73,100.0,3.097,22.74
2,144,0.0,15.74,15.08,95.9,3.076,6.53
15,77,524.57,26.14,42.76,44.25,2.159,894.8
6,347,124.61,27.54,31.59,79.7,0.354,200.82
9,82,534.9,29.24,46.19,49.51,3.62,378.57
14,138,864.54,24.29,52.27,35.36,2.116,546.37
9,24,389.17,33.11,46.28,49.04,1.086,261.6
8,125,531.22,23.33,39.94,57.45,4.564,904.79
20,26,18.99,25.69,26.77,97.8,4.042,11.91
19,186,4.65,14.94,15.41,86.68,3.443,48.6
13,356,520.23,34.97,51.59,37.4,5.711,353.37
10,347,439.89,35.13,48.86,48.64,0.273,702.2
17,235,359.15,22.46,34.39,66.27,4.315,614.52
6,340,110.12,26.54,30.08,72.23,2.752,196.34
18,362,123.95,27.27,30.67,77.5,1.557,202.19
15,94,594.27,21.98,38.77,49.05,4.573,690.36
1,79,6.73,19.22,19.62,89.86,2.704,43.04
9,5,365.55,31.71,42.65,52.77,2.852,396.56
1,279,6.26,20.43,19.67,96.87,4.222,2.86
17,210,365.55,20.34,31.17,65.07,3.977,616.4
18,321,120.58,26.05,30.28,77.67,2.907,198.01
9,185,708.55,22.1,43.93,42.65,1.739,492.39
14,198,849.54,22.54,49.16,37.87,3.304,1383.41
18,343,96.98,29.27,33.41,76.1,4.635,172.27
11,319,512.45,32.52,48.7,39.29,5.693,321.39
0,63,4.48,20.32,21.22,94.91,2.605,18.24
15,253,596.61,25.78,44.1,49.24,2.316,982.65
12,152,1029.67,23.28,55.2,31.64,1.218,1635.07
6,100,202.72,24.3,30.84,71.21,1.271,348.4
11,278,669.98,30.89,50.7,33.54,3.037,450.04
22,226,34.12,15.16,16.45,94.09,4.253,10.21
10,35,522.73,30.86,47.37,42.98,0.736,863.35
13,51,629.35,33.47,53.12,37.75,2.982,389.53
6,258,206.99,24.74,31.31,76.21,5.978,148.53
23,277,0.0,15.77,15.73,96.54,3.544,4.03
16,6,282.53,33.67,43.5,56.67,2.187,469.88
4,260,15.17,18.73,19.24,95.06,1.819,0.0
5,99,0.0,18.71,19.02,91.92,1.853,16.26
6,89,202.39,25.26,31.28,81.91,2.833,154.77
1,141,0.0,13.77,13.09,96.88,2.745,15.3
2,57,0.0,21.48,23.32,95.49,0.584,0.0
14,278,605.26,31.13,49.48,42.58,2.908,108.11
10,199,872.51,21.69,49.33,37.72,1.646,588.93
17,131,322.43,19.49,28.18,64.54,1.166,562.97
15,248,604.46,26.37,46.07,39.64,3.951,996.51
2,123,15.87,16.62,17.87,91.48,4.717,0.0
23,362,0.0,24.44,24.4,97.37,1.333,8.53
2,201,5.75,14.6,15.23,97.94,3.038,0.0
19,53,5.6,23.03,22.3,89.85,2.956,12.3
7,48,231.43,26.69,34.22,68.76,2.377,429.14
9,93,598.56,24.96,45.16,49.1,2.777,397.23
13,309,596.12,30.68,50.39,37.04,4.312,403.87
13,348,530.85,30.94,48.73,39.42,5.864,845.6
1,41,28.58,23.47,25.08,95.45,3.354,55.08
8,37,305.22,30.1,40.66,59.46,2.375,203.9
19,178,0.0,16.19,17.08,93.12,2.104,54.71
7,32,228.9,27.33,34.87,72.31,1.325,393.18
22,241,3.4,15.35,15.54,86.89,1.405,27.46
16,262,379.27,23.46,37.31,50.91,2.813,92.29
12,111,908.73,25.23,54.18,33.01,2.015,571.69
13,9,532.12,35.31,52.44,39.05,3.462,834.86
5,124,23.21,17.55,17.46,86.83,4.142,7.52
18,132,262.82,18.77,27.31,74.98,2.237,435.37
8,48,337.96,29.83,41.08,63.2,1.293,412.71
8,158,531.61,22.73,38.82,57.32,2.041,360.96
17,243,307.53,23.3,33.25,61.1,4.317,540.24
21,361,4.53,25.12,25.57,93.82,2.043,19.71
13,197,985.95,22.76,52.54,28.01,0.585,663.93
5,176,10.44,16.85,15.98,90.6,1.662,4.43
18,108,207.33,23.27,31.21,81.83,1.16,338.85
22,168,3.63,15.62,15.85,94.31,0.453,0.0
8,300,332.55,27.97,38.37,57.73,0.681,237.88
19,227,0.0,19.77,19.44,84.62,3.436,0.0
18,215,230.51,19.27,26.62,70.85,2.189,423.41
0,118,16.7,14.12,15.67,93.39,3.239,45.63
20,145,0.0,15.35,15.34,99.35,0.399,37.99
17,202,394.09,21.77,33.5,63.36,1.467,680.51
19,352,8.45,26.91,27.29,91.88,2.29,0.0
9,157,728.38,23.0,44.96,44.8,2.335,108.21
13,233,880.61,27.91,56.73,33.38,2.987,970.28
2,131,0.0,13.96,14.29,96.31,3.23,0.0
9,345,348.46,32.01,42.22,51.43,3.861,250.81
17,284,268.03,27.81,35.39,66.21,1.899,166.06
23,251,0.0,12.99,13.2,87.81,2.582,6.89
14,74,625.84,26.9,47.77,43.74,2.839,687.65
0,279,17.9,20.77,20.32,98.49,2.322,0.0
9,27,394.74,32.01,43.23,48.28,3.157,660.69
2,75,0.0,19.53,19.92,97.77,2.846,5.5
20,133,5.13,16.12,17.2,97.3,1.098,5.68
17,330,215.99,28.38,36.05,69.44,2.655,358.79
12,153,1021.63,23.92,58.01,22.44,3.72,1108.29
16,338,311.48,28.57,39.01,54.43,4.162,194.31
4,120,3.05,15.0,14.6,95.06,4.657,0.16
23,8,8.82,23.86,23.03,95.4,4.009,0.0
10,349,455.58,29.4,43.57,47.94,2.738,770.74
23,228,0.0,12.3,12.88,92.95,2.284,16.89
14,307,524.28,33.38,48.31,40.51,4.101,856.88
6,323,151.5,30.51,34.33,74.69,0.688,168.54
16,311,306.81,33.35,44.26,60.39,5.658,546.86
0,216,14.41,14.69,13.71,93.15,0.642,0.96
3,59,0.0,20.91,21.12,98.85,1.924,5.51
23,169,3.38,12.49,12.15,91.48,3.626,2.09
22,299,3.08,19.03,19.86,91.93,2.777,17.32
1,345,4.68,23.56,24.26,97.17,1.412,0.0
1,339,6.61,25.65,26.94,97.35,3.069,24.67
14,139,843.89,23.32,50.32,35.96,5.526,936.06
13,145,943.4,24.21,54.04,37.88,0.731,1542.77
11,259,796.56,28.18,52.64,32.42,0.786,162.15
3,186,36.72,14.77,16.86,98.18,1.905,24.37
17,289,242.31,28.76,36.73,69.7,0.753,244.42
6,356,126.86,25.38,29.22,74.06,3.254,249.29
2,172,4.79,13.01,13.99,95.17,3.516,6.37
23,81,3.27,15.81,15.32,94.83,1.004,16.79
22,309,3.23,20.56,20.53,92.92,7.407,0.0
22,104,5.09,15.48,15.69,95.66,2.849,15.35
6,221,198.63,20.65,26.16,76.51,2.436,359.2
3,317,0.0,23.11,23.4,94.57,3.3,11.05
14,105,735.86,25.12,47.86,36.08,4.54,1252.76
4,84,3.49,16.81,15.65,96.58,2.778,0.37
21,59,0.0,21.11,20.93,91.26,1.402,12.92
15,309,401.16,32.01,46.05,45.14,2.085,255.11
0,336,9.05,22.12,22.41,94.11,3.839,25.51
17,43,200.74,27.27,32.29,62.65,2.283,153.11
23,356,0.22,21.09,19.77,97.69,2.934,21.84
17,27,210.1,28.06,33.5,67.98,3.642,239.34
15,235,644.25,25.26,45.54,49.81,4.784,469.7
12,4,538.71,34.93,52.67,38.58,3.504,852.64
21,317,27.89,20.2,21.02,100.0,1.884,11.5
14,202,857.88,22.24,49.35,36.43,2.445,1415.64
16,196,543.86,22.16,37.1,47.69,5.037,918.64
2,77,18.56,19.62,21.44,97.56,3.147,28.18
11,52,616.42,31.73,51.56,31.38,0.696,395.22
5,29,0.7,25.02,24.42,94.64,4.835,33.3
21,319,0.0,26.21,26.77,94.74,2.453,4.86
1,136,9.95,15.96,16.91,96.66,1.305,4.89
18,196,221.03,21.6,29.28,79.58,2.234,415.82
12,8,529.5,33.94,50.22,33.27,4.15,835.1
16,88,413.1,23.66,37.13,58.97,3.848,494.62
11,297,638.06,31.86,52.8,38.06,4.59,1004.36
8,31,318.97,30.85,41.07,53.11,2.792,515.14
3,273,11.93,20.66,21.7,95.25,0.892,18.62
0,98,14.84,17.9,19.3,100.0,1.22,26.5
16,112,492.44,22.19,37.34,63.31,2.742,571.27
0,41,11.29,22.49,23.45,96.96,2.384,0.0
8,57,335.12,29.13,38.87,61.24,2.288,572.66
20,43,0.0,20.97,21.07,93.57,1.358,9.2
19,12,0.0,24.59,25.67,86.49,1.448,0.0
5,17,34.45,26.8,28.05,84.38,1.944,59.93
18,324,120.16,26.68,30.09,78.37,5.008,90.8
22,296,1.78,22.15,23.31,94.84,1.943,7.35
15,333,378.74,32.82,45.57,48.35,1.462,637.7
6,73,177.26,22.99,29.53,80.03,2.79,126.14
0,312,31.51,24.94,25.92,95.38,0.668,80.71
15,52,449.54,28.27,43.05,47.98,1.085,297.05
7,59,267.91,24.05,32.42,65.52,3.071,208.49
6,184,269.24,19.48,26.59,77.16,1.749,470.67
13,211,969.96,25.04,54.64,28.75,0.522,625.88
22,205,3.35,11.51,12.79,91.61,2.44,0.0
0,2,3.41,21.68,20.1,97.41,2.565,4.2
11,193,984.64,23.65,54.21,29.18,1.448,1557.4
2,179,2.49,14.46,14.43,91.89,2.548,14.3
3,86,0.0,17.77,18.09,93.72,4.018,0.0
22,170,0.0,12.03,11.3,97.21,3.409,0.0
3,184,0.0,13.93,13.29,95.8,2.77,22.52
1,166,20.15,13.0,11.87,96.97,6.323,27.51
11,253,784.57,27.39,52.48,30.36,2.937,1230.08
17,313,215.19,30.24,37.17,68.99,1.376,369.78
12,89,835.33,25.85,51.85,38.22,1.762,560.43
17,122,322.59,18.75,28.83,68.91,3.933,534.92
23,210,0.0,14.92,14.57,97.63,0.898,6.81
20,191,3.9,17.36,18.16,93.48,6.02,28.66
3,37,14.26,21.41,21.67,98.21,0.215,0.0
21,200,16.9,14.82,13.82,94.06,3.012,0.0
13,348,492.89,28.5,44.84,36.11,2.276,345.84
2,290,10.58,24.31,23.93,94.85,5.061,5.16
13,351,475.53,35.33,50.41,37.87,2.413,796.43
8,305,296.39,27.83,36.84,53.56,2.243,533.86
12,351,536.33,33.04,48.63,35.68,2.846,74.21
12,266,715.79,26.24,48.84,40.25,2.029,493.84
19,284,5.43,22.12,21.74,96.27,2.785,0.0
5,321,0.0,25.32,24.48,88.65,4.906,0.0
2,95,0.0,15.74,15.92,94.66,2.206,0.0
22,97,0.0,17.48,17.21,98.48,3.234,14.72
12,75,740.14,29.56,51.64,34.83,1.651,800.45
1,281,31.01,19.08,20.48,96.83,4.052,13.99
4,97,3.84,16.49,15.45,94.92,2.791,8.47
21,82,0.0,18.68,18.55,96.12,2.29,0.0
22,43,19.1,22.17,23.25,95.62,3.743,4.2
8,208,542.07,24.46,42.41,57.65,1.082,340.52
10,72,629.06,29.1,49.07,42.97,2.8,1013.01
17,159,407.96,22.77,36.58,66.54,1.615,701.05
12,269,752.7,28.76,54.05,34.79,2.035,1205.01
23,173,6.21,13.8,13.69,97.88,1.33,3.63
4,279,13.12,19.7,20.5,91.29,1.939,2.04
6,155,241.61,20.09,28.25,78.32,3.457,172.44
11,323,547.66,33.96,51.5,36.73,4.617,620.24
4,206,0.0,15.41,15.27,99.26,1.906,11.78
6,321,136.3,29.28,33.82,80.54,7.2,224.65
3,325,0.0,23.15,23.32,89.64,3.936,33.79
1,16,0.0,26.26,26.21,94.46,2.055,20.54
20,217,6.37,16.31,17.29,94.18,1.114,0.0
2,281,0.0,23.31,23.28,95.24,5.173,0.0
6,182,236.46,17.65,25.21,78.03,0.973,437.93
16,89,427.18,26.3,40.75,52.03,6.119,485.11
23,3,8.47,23.92,23.72,95.7,3.592,4.38
17,181,386.06,19.43,31.54,65.27,2.317,685.52
15,42,443.39,29.43,44.06,47.8,3.117,728.95
0,2,3.03,21.49,20.73,93.12,2.597,7.21
1,277,0.0,21.1,20.75,94.74,2.413,40.19
3,83,0.0,19.93,20.79,91.62,1.382,15.24
15,57,481.85,28.06,42.9,42.84,1.27,312.55
21,135,7.45,15.77,15.48,89.23,1.221,0.0
11,205,972.43,22.27,52.77,31.51,2.738,631.06
7,336,198.14,32.61,38.88,67.75,1.06,299.85
13,196,991.11,22.63,54.34,29.29,0.713,1609.49
14,173,874.71,24.33,51.4,31.71,1.039,587.57
23,229,1.62,14.76,13.94,96.08,4.019,0.27
2,286,20.03,21.08,21.47,92.88,5.347,0.0
5,160,5.88,15.92,15.83,85.07,2.029,1.86
21,136,9.95,13.11,14.14,94.33,4.239,0.0
1,137,1.97,11.83,12.59,95.27,0.733,0.0
17,328,205.7,27.7,34.34,66.42,2.754,230.14
22,94,2.38,17.33,16.92,98.22,2.339,0.0
12,275,705.99,27.36,50.38,38.36,3.261,781.43
14,323,508.96,30.24,46.11,43.62,2.18,816.5
5,190,6.79,17.97,18.6,87.5,4.803,0.0
18,81,187.87,22.71,29.05,77.99,4.658,125.81
20,227,16.8,16.7,15.93,94.32,0.856,18.59
7,281,227.28,25.43,32.57,68.79,2.007,152.9
2,210,17.55,14.37,16.34,93.95,3.939,41.61
4,186,0.0,11.22,10.97,94.39,1.799,15.73
21,339,11.22,22.6,22.98,91.23,2.973,0.0
22,59,10.66,21.95,21.12,92.07,2.729,7.74
3,73,6.94,18.96,17.9,96.05,0.923,3.89
9,164,722.97,23.02,45.94,47.68,3.05,801.36
0,192,0.0,15.5,15.47,94.62,3.967,0.8
11,338,532.9,32.46,48.83,38.45,3.963,889.23
5,35,23.35,24.96,24.06,88.71,0.842,9.3
21,189,6.56,15.85,16.64,93.8,1.978,5.61
8,67,368.47,29.21,39.88,60.49,0.867,278.17
12,333,518.15,31.01,45.93,36.66,2.46,379.76
21,181,5.64,15.81,16.46,98.53,0.956,9.19
16,211,533.11,21.02,36.91,61.29,1.64,582.43
2,97,14.4,17.62,17.99,95.15,1.661,14.75
9,77,558.18,26.12,44.55,46.06,0.703,910.43
19,253,0.0,20.7,20.76,90.61,3.18,3.53
4,23,0.0,23.92,23.87,91.9,2.676,9.71
5,238,16.84,17.51,17.79,90.01,2.796,13.8
12,147,1033.77,22.81,55.38,27.41,3.206,674.4
19,110,3.92,19.86,19.33,88.74,4.349,0.0
13,231,923.83,24.16,51.95,32.49,3.13,621.79
13,125,943.68,25.69,55.74,37.07,2.381,157.17
3,365,0.0,26.11,25.93,96.44,3.116,0.0
1,298,24.85,21.45,21.89,98.56,3.473,38.03
17,347,184.53,29.48,36.08,69.27,0.267,136.68
8,153,532.28,20.16,36.73,50.55,4.753,615.65
23,108,0.0,13.67,13.28,94.01,4.582,6.69
10,314,475.97,30.86,46.28,40.04,1.81,533.4
11,59,661.85,29.29,49.95,34.66,1.724,452.41
11,192,1010.17,22.78,55.64,30.88,1.469,1582.92
3,48,0.0,21.21,20.07,97.49,3.45,0.0
14,240,718.92,26.06,48.62,36.96,0.506,1166.7
5,184,0.0,18.2,17.66,92.86,2.157,0.0
17,268,284.71,25.36,34.2,71.27,2.077,188.74
10,282,596.46,28.36,47.1,37.62,3.225,676.28
12,151,1045.53,24.4,57.45,29.01,2.869,1638.41
9,112,640.38,25.62,45.18,49.87,3.389,1064.77
21,13,0.0,25.91,26.94,97.47,1.241,0.0
20,123,13.16,16.06,16.11,100.0,1.096,19.77
21,345,0.0,23.77,24.42,92.6,2.731,0.0
15,294,453.4,28.47,42.8,49.86,1.256,63.05
0,13,0.0,24.6,25.64,93.51,2.58,18.24
18,129,224.95,19.94,25.78,77.4,2.872,151.18
20,136,0.0,17.49,17.3,99.62,4.975,1.91
15,207,689.65,21.69,42.86,42.97,2.664,465.32
21,350,0.0,25.61,25.29,97.54,3.776,0.0
0,329,8.77,21.77,23.3,96.43,0.85,25.91
18,113,203.85,20.75,27.51,74.45,4.652,243.79
6,36,155.98,28.35,32.81,82.05,1.522,275.2
11,34,572.3,29.2,47.57,41.33,1.559,924.18
18,48,143.55,23.64,27.87,77.35,1.837,98.87
3,111,0.0,17.62,17.49,92.57,4.554,0.0
18,244,184.63,21.29,27.94,81.28,5.684,310.24
20,176,2.9,17.24,17.76,95.79,4.108,0.0
2,183,0.0,13.75,14.16,91.99,7.035,9.63
16,103,491.33,25.19,41.01,53.28,3.335,833.43
8,193,555.41,21.53,38.52,54.91,0.53,402.36
23,299,8.72,20.99,21.72,94.82,2.593,0.0
18,118,249.01,18.14,26.01,79.14,2.033,285.71
19,228,5.87,18.06,18.47,90.29,2.636,16.09
19,77,16.41,21.63,21.99,91.33,0.974,36.59
16,213,502.13,22.51,38.41,55.6,1.132,357.31
23,63,14.86,18.39,17.78,97.1,3.865,1.31
13,161,1009.47,21.3,52.99,30.95,2.028,659.88
19,15,4.67,27.63,27.49,87.73,0.491,3.0
1,143,0.0,15.38,15.94,94.23,1.414,16.9
14,335,443.73,33.19,46.64,42.13,3.325,757.5
13,327,558.9,34.46,50.52,37.11,0.93,591.09
2,315,0.0,23.91,24.39,93.3,1.038,16.72
19,331,14.44,26.1,27.22,89.61,1.288,0.0
13,206,952.49,22.14,53.01,34.74,5.672,1013.87
21,77,0.0,20.17,20.23,91.76,4.873,7.8
22,27,3.31,21.69,21.97,96.14,3.339,2.02
18,135,226.2,19.93,26.76,79.25,5.37,406.38
23,108,11.06,13.81,13.82,91.94,3.907,20.66
2,261,6.05,20.6,21.04,93.1,4.055,6.2
5,345,0.0,26.13,27.78,91.52,1.548,25.54
18,85,190.53,21.9,26.79,75.6,1.404,282.9
8,7,283.22,28.88,37.43,55.24,1.674,205.04
14,72,630.49,27.72,46.85,42.24,2.052,714.86
20,179,45.97,18.52,19.52,96.04,1.463,36.75
7,86,272.24,24.0,33.74,65.51,5.117,459.95
18,56,140.8,27.78,32.39,82.03,1.494,149.29
18,17,126.6,27.26,31.86,82.09,2.742,87.89
8,253,427.69,24.69,38.22,56.46,1.504,718.06
18,197,226.68,20.39,26.81,73.99,3.671,143.54
12,161,1056.17,23.21,55.45,29.38,2.628,1653.75
7,198,398.59,22.48,34.53,66.74,0.887,666.9
13,78,778.41,26.87,50.27,33.91,0.33,532.57
2,359,10.21,24.51,25.03,95.81,2.039,0.0
14,7,454.44,34.49,48.01,39.66,2.068,729.87
9,346,389.39,33.81,46.18,43.1,1.043,642.81
8,149,539.0,19.01,36.97,55.91,2.305,969.92
14,57,578.46,30.99,48.63,44.15,1.51,398.25
3,220,0.0,14.51,16.52,95.5,4.782,10.35
16,247,471.26,25.68,39.66,57.71,2.805,342.42
17,219,362.99,21.54,33.82,64.21,0.741,478.87
9,196,664.27,22.69,44.59,44.84,1.642,1128.03
16,326,285.2,30.06,38.6,58.25,1.019,31.34
6,234,219.51,22.25,29.32,73.66,4.003,372.03
14,16,495.15,30.96,44.96,44.6,3.339,826.32
0,75,34.1,19.95,21.54,94.98,4.236,5.19
6,331,126.77,26.16,30.41,78.87,2.253,141.82
1,362,0.0,23.46,24.35,94.96,3.848,12.54
20,257,0.0,22.8,23.23,92.17,4.465,10.5
10,47,529.87,29.75,46.79,41.42,0.811,888.4
14,344,453.92,33.46,45.48,43.5,1.105,746.46
7,199,375.58,20.14,31.14,63.25,1.152,257.47
13,55,640.49,31.15,51.84,41.48,3.115,1078.1
20,180,3.92,14.53,14.18,97.39,3.002,5.43
20,61,0.0,23.45,22.68,91.46,3.116,8.12
0,3,1.91,23.34,22.3,100.0,2.957,19.29
18,29,147.93,26.68,31.59,75.61,3.58,105.56
15,156,685.7,22.22,45.18,39.94,2.206,1185.42
2,363,18.07,23.79,25.39,96.84,4.438,45.56
23,98,17.23,15.14,14.68,93.18,0.537,0.0
13,230,889.91,25.07,52.68,32.16,2.815,577.32
7,214,351.57,18.76,30.15,64.27,2.61,240.11
20,303,13.0,26.47,26.02,96.26,1.769,7.74
7,108,328.52,21.82,30.96,64.6,5.317,405.15
17,279,254.47,24.3,32.39,67.12,2.777,201.93
10,69,619.39,28.84,48.86,42.0,4.26,394.62
3,96,13.74,19.61,19.57,95.74,3.479,7.8
13,94,823.69,27.03,52.13,29.74,4.535,508.48
16,132,492.33,21.95,37.36,54.88,0.623,358.83
13,249,789.44,25.0,50.33,33.86,2.676,540.16
3,122,4.59,16.63,16.51,92.27,2.265,7.91
2,124,0.45,13.81,13.39,96.01,1.701,0.0
17,85,307.43,23.78,33.96,69.25,4.404,518.16
