hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,power_W,condition
14,139,830.77,22.88,48.08,39.18,2.115,30.516,15.0,1367.44,normal
18,230,207.24,19.69,26.88,74.2,5.038,28.97,8.8494,252.22,dirty_panels
14,345,441.75,31.4,46.03,44.58,3.093,29.452,15.0,744.12,normal
8,76,428.63,27.11,39.94,63.66,2.623,28.616,10.8234,306.21,partial_shading
8,23,303.59,32.56,42.43,58.52,1.146,31.395,10.6289,327.74,dirty_panels
16,193,512.77,17.85,34.31,54.81,3.251,30.226,15.0,599.86,dirty_panels
20,44,14.72,27.82,28.12,94.75,2.715,28.129,0.0132,0.0,normal
3,85,27.2,18.94,20.28,96.08,1.186,28.062,1.4456,26.04,normal
20,289,1.1,23.68,24.4,90.01,3.126,28.883,1.0708,42.59,normal
19,153,0.0,16.61,16.51,94.16,1.29,26.632,0.6093,2.78,normal
2,201,5.75,14.6,15.23,97.94,3.038,29.853,0.0,0.0,dirty_panels
2,284,10.79,21.04,21.87,93.07,5.611,28.286,0.0222,0.0,dirty_panels
16,47,330.58,26.91,36.71,57.69,0.944,29.842,12.7304,379.62,dirty_panels
20,175,5.12,14.46,14.46,93.33,1.875,29.236,0.3725,4.46,normal
9,13,373.43,33.06,43.24,50.63,1.352,3.946,11.8673,56.29,inverter_failure
15,183,744.83,19.45,43.16,44.26,3.302,3.777,15.0,95.77,inverter_failure
23,82,0.0,17.86,18.78,95.69,3.208,29.543,0.2502,8.06,normal
7,333,188.26,28.71,34.58,64.94,3.322,30.207,11.4052,340.24,normal
5,96,8.74,19.26,19.43,87.58,3.033,28.474,0.0211,4.54,normal
23,74,38.17,20.85,21.72,97.94,0.482,4.332,1.0919,16.36,inverter_failure
6,6,121.7,26.7,30.27,76.55,2.726,29.4,7.9738,254.88,normal
11,49,636.86,28.75,48.97,28.64,0.731,30.055,15.0,691.29,dirty_panels
10,79,654.64,27.28,47.1,39.44,5.201,29.265,15.0,1071.69,normal
12,84,795.42,26.57,51.34,40.26,0.855,30.19,15.0,1274.87,normal
6,270,173.7,23.92,28.69,79.93,4.85,29.551,10.0026,300.55,normal
16,324,281.13,30.3,39.49,56.55,1.044,29.455,15.0,457.92,normal
16,313,297.09,29.87,39.54,57.79,1.671,31.235,15.0,500.04,normal
4,350,20.0,23.8,23.89,96.84,1.45,28.437,0.7614,32.63,normal
11,328,516.39,31.29,47.49,33.16,1.958,30.515,11.5405,347.02,partial_shading
1,167,4.07,14.98,14.82,92.43,4.326,27.674,0.0,0.0,partial_shading
5,143,11.16,17.44,18.63,90.09,1.759,31.004,0.7986,36.85,normal
23,237,12.88,14.38,14.05,99.78,2.572,27.606,0.5049,19.75,normal
12,117,961.84,27.3,57.69,29.32,1.622,19.19,15.0,613.13,panel_failure
14,221,821.61,23.9,48.94,42.12,1.161,30.301,15.0,1334.97,normal
21,365,3.1,25.95,26.56,92.74,2.328,26.565,0.0,0.0,normal
17,73,258.55,27.11,35.42,57.17,3.58,18.886,8.6014,171.39,panel_failure
19,281,0.0,25.44,26.25,91.29,1.456,28.882,0.0232,1.01,normal
17,342,198.36,30.52,37.78,69.61,1.818,28.741,5.0752,159.24,partial_shading
11,197,1012.08,23.3,55.12,33.23,1.478,31.464,15.0,663.72,partial_shading
15,130,673.82,22.85,45.34,46.99,3.119,6.999,15.0,121.19,inverter_failure
6,93,211.49,21.92,29.73,77.41,2.167,29.636,8.2785,243.6,dirty_panels
21,62,8.49,17.73,16.89,94.22,1.68,29.935,0.0548,2.1,partial_shading
4,118,4.3,17.09,16.63,94.34,7.283,29.053,0.1249,0.0,normal
21,273,30.93,20.6,20.05,93.34,3.764,29.486,1.123,13.78,normal
21,189,6.56,15.85,16.64,93.8,1.978,28.278,0.0,5.61,normal
3,81,18.67,18.8,18.12,89.35,3.759,29.595,0.9639,27.07,normal
17,198,387.57,21.09,31.64,61.6,5.906,29.043,9.4236,266.55,partial_shading
23,296,7.17,17.91,17.22,94.45,0.788,27.684,0.5334,10.9,partial_shading
13,5,505.65,30.92,45.49,31.85,2.401,29.61,15.0,839.5,normal
8,8,264.24,26.78,35.27,52.5,1.869,29.055,14.9294,419.77,normal
21,351,6.73,24.19,24.2,93.6,3.199,29.781,1.3831,49.29,dirty_panels
12,274,762.0,27.76,49.89,33.38,4.889,28.844,15.0,1222.07,normal
2,211,3.45,13.73,13.86,93.98,3.161,17.038,0.0333,0.0,panel_failure
5,331,0.0,27.1,27.11,81.92,3.787,28.177,0.2736,29.63,normal
16,216,506.63,21.47,36.0,59.51,3.103,27.354,13.0383,348.47,partial_shading
10,191,897.16,20.52,47.56,32.14,3.671,29.358,15.0,1462.46,normal
5,78,6.6,26.05,26.19,86.51,2.97,28.504,0.2244,4.31,normal
19,296,13.16,24.62,24.69,85.11,1.152,29.266,0.103,0.0,normal
2,280,17.42,18.8,18.55,98.9,2.821,28.667,0.7755,24.09,dirty_panels
5,108,6.98,18.73,19.62,90.32,0.404,27.59,0.0,0.0,normal
11,270,725.65,28.17,52.53,33.85,0.47,29.478,15.0,1152.86,normal
0,266,0.0,18.97,18.74,93.37,4.084,27.607,0.0,10.89,partial_shading
9,35,417.05,32.19,44.06,49.61,0.322,29.882,15.0,466.11,dirty_panels
21,59,0.0,21.11,20.93,91.26,1.402,17.565,0.4584,12.92,panel_failure
22,218,12.89,17.53,17.91,96.03,0.574,29.429,0.4485,12.46,normal
20,228,29.34,17.17,18.05,92.91,3.516,27.089,2.4299,67.97,normal
7,241,293.46,23.37,32.9,68.15,1.273,28.846,12.0333,347.3,dirty_panels
1,137,41.59,16.41,19.14,95.95,1.844,30.897,1.5119,50.23,normal
19,305,0.0,27.08,25.8,87.28,2.138,29.441,0.2408,0.0,dirty_panels
8,163,551.13,22.77,39.58,48.09,1.66,29.604,13.364,376.66,partial_shading
17,76,254.75,24.6,33.73,66.38,1.436,28.322,15.0,447.76,normal
2,43,17.36,22.02,22.09,90.43,1.476,29.938,1.0946,32.12,partial_shading
16,321,300.16,26.21,36.05,58.3,3.85,4.993,11.5122,61.72,inverter_failure
14,259,685.52,26.75,48.6,38.66,3.512,29.02,15.0,1119.14,normal
22,169,0.0,14.9,15.83,93.24,3.91,27.746,0.3199,7.92,normal
2,77,0.0,20.67,22.14,91.1,3.619,29.081,0.0,12.55,normal
9,36,418.23,30.04,43.78,52.34,1.055,30.035,10.255,312.84,partial_shading
23,56,1.0,21.92,20.61,93.64,5.296,4.918,0.6889,21.36,inverter_failure
9,39,447.71,29.41,42.74,55.66,0.994,31.53,15.0,743.15,normal
15,194,728.45,20.97,45.46,44.39,3.348,29.291,15.0,1190.87,normal
3,73,6.94,18.96,17.9,96.05,0.923,28.84,0.0,3.89,dirty_panels
17,47,254.89,25.66,34.03,67.22,2.682,30.033,10.2024,321.6,dirty_panels
6,104,204.67,22.32,26.85,77.94,0.827,4.488,8.2589,38.68,inverter_failure
13,256,776.11,27.66,51.28,37.65,3.216,29.728,15.0,1273.02,normal
21,182,0.0,15.39,16.1,98.29,3.378,28.195,0.1012,14.7,normal
15,57,481.85,28.06,42.9,42.84,1.27,29.289,11.314,312.55,partial_shading
11,274,681.85,28.68,49.34,38.71,0.333,31.844,15.0,1110.15,normal
4,179,0.0,10.77,10.16,96.49,0.762,27.822,0.1862,13.82,normal
8,69,369.19,27.31,37.12,57.18,2.23,29.2,15.0,608.72,normal
20,253,36.21,19.94,21.22,99.77,2.436,29.624,0.9372,35.12,normal
5,363,15.96,25.3,25.83,93.96,1.445,15.787,0.9401,15.06,panel_failure
15,198,724.72,22.03,43.45,47.13,3.543,17.906,15.0,461.79,panel_failure
11,59,661.85,29.29,49.95,34.66,1.724,28.221,15.0,452.41,partial_shading
7,113,327.58,24.61,35.01,62.58,4.877,29.63,12.9931,383.71,dirty_panels
17,219,332.32,19.56,30.01,68.12,1.813,29.531,15.0,598.66,normal
8,365,307.24,31.16,40.76,62.01,1.745,29.573,15.0,502.22,normal
6,340,110.12,26.54,30.08,72.23,2.752,28.156,7.2865,196.34,normal
12,341,500.27,32.03,47.02,40.81,5.434,30.021,15.0,544.98,dirty_panels
18,304,167.85,26.98,31.94,76.87,1.312,29.076,4.2009,115.97,partial_shading
20,210,34.84,16.38,17.63,89.24,3.54,4.646,0.0343,12.49,inverter_failure
15,237,659.94,24.5,45.58,46.91,1.13,30.737,14.8123,463.68,partial_shading
15,268,537.86,27.6,45.26,49.79,1.821,28.443,13.4392,394.12,partial_shading
18,262,196.55,22.49,28.25,75.94,1.864,20.495,6.8878,144.84,panel_failure
6,234,219.51,22.25,29.32,73.66,4.003,28.606,13.1116,372.03,normal
6,49,123.69,25.48,29.53,83.36,2.609,5.072,4.35,15.84,inverter_failure
11,322,540.65,31.94,48.37,36.04,0.438,29.717,15.0,614.57,dirty_panels
15,4,370.9,32.08,43.56,53.05,3.653,29.384,9.1492,267.33,partial_shading
15,156,685.7,22.22,45.18,39.94,2.206,33.054,15.0,1185.42,normal
3,159,0.0,15.09,16.12,96.25,4.624,28.287,0.0,2.68,normal
18,364,104.58,28.74,30.73,79.56,1.414,30.405,6.299,185.57,normal
8,33,292.33,30.11,40.55,60.7,1.79,17.702,10.6282,183.65,panel_failure
21,174,31.0,13.91,15.65,99.07,2.291,26.677,1.771,43.37,dirty_panels
17,131,389.01,19.19,31.34,62.74,2.793,29.759,8.9911,263.36,partial_shading
23,36,18.86,18.65,18.47,96.56,1.917,29.919,0.0216,0.0,dirty_panels
15,82,547.1,24.08,41.67,42.85,5.111,5.097,15.0,81.52,inverter_failure
12,155,1007.83,25.86,57.38,25.5,0.988,31.104,15.0,1601.57,normal
4,335,1.88,20.4,20.57,93.12,1.163,28.843,0.4569,3.48,normal
9,142,743.88,24.13,45.84,45.53,0.083,29.765,15.0,824.31,dirty_panels
20,322,0.11,23.67,22.37,100.0,3.286,29.696,0.0607,0.0,partial_shading
9,268,545.96,28.88,47.43,52.77,2.434,29.441,15.0,897.08,normal
1,299,3.39,18.58,18.88,93.81,5.113,28.176,0.6008,10.17,dirty_panels
5,312,3.73,25.37,25.77,89.86,4.683,29.226,0.5942,16.72,normal
14,261,687.84,29.39,51.31,41.99,1.028,29.904,15.0,481.84,partial_shading
15,268,558.33,28.17,45.08,49.13,2.83,31.203,15.0,622.56,dirty_panels
23,57,0.09,18.79,18.56,94.49,7.316,29.267,0.0,0.0,normal
22,262,17.34,15.24,15.62,95.08,1.84,14.632,0.0639,0.0,panel_failure
12,18,561.91,30.43,47.69,36.31,3.379,28.77,15.0,923.86,normal
13,270,733.9,30.51,52.36,34.81,2.424,29.661,15.0,1161.26,normal
19,239,2.78,19.45,19.94,87.97,4.274,4.998,1.028,20.6,inverter_failure
1,277,12.1,20.06,20.52,94.49,0.106,28.583,0.902,33.82,partial_shading
14,235,776.2,25.49,50.05,36.83,1.513,31.111,15.0,1242.57,normal
11,135,939.57,21.88,51.95,28.61,2.007,29.385,15.0,1019.18,dirty_panels
18,135,226.2,19.93,26.76,79.25,5.37,28.162,14.0483,406.38,normal
19,218,0.0,17.86,17.73,90.61,0.423,28.612,0.0,12.98,normal
15,173,728.42,22.13,45.57,50.16,3.813,31.93,15.0,511.39,partial_shading
15,125,668.98,22.37,42.78,46.23,0.144,18.244,15.0,458.19,panel_failure
16,179,548.92,18.42,34.25,52.97,3.882,29.274,15.0,667.59,dirty_panels
13,196,991.11,22.63,54.34,29.29,0.713,31.705,15.0,1609.49,normal
5,88,2.83,22.34,21.87,89.2,1.731,19.952,0.3195,1.77,panel_failure
6,233,191.48,21.44,26.96,78.62,2.892,29.643,12.1147,348.09,normal
17,115,359.71,21.87,33.78,64.81,1.248,30.195,9.04,280.74,partial_shading
14,98,721.89,27.29,50.05,34.3,1.147,29.366,15.0,1178.16,normal
5,153,0.0,16.96,16.03,86.83,3.584,27.478,0.0384,0.0,normal
21,38,0.0,22.84,24.29,95.05,2.631,27.654,0.3678,16.3,partial_shading
23,221,23.09,13.27,12.59,96.97,2.744,27.961,1.1283,16.45,normal
15,268,547.34,28.53,45.6,42.57,2.914,30.122,12.7668,388.71,partial_shading
5,349,15.67,27.41,26.52,89.6,3.418,27.614,0.8497,18.75,partial_shading
22,104,5.09,15.48,15.69,95.66,2.849,29.051,0.1085,15.35,normal
5,197,0.0,15.22,14.74,87.7,3.449,28.485,0.0,3.78,dirty_panels
10,184,899.56,24.17,53.41,34.19,5.044,30.069,15.0,620.95,partial_shading
20,267,3.67,19.87,20.26,92.6,3.6,29.711,1.1856,25.22,normal
12,229,924.22,25.33,55.3,31.52,1.939,29.694,15.0,601.88,partial_shading
5,295,20.95,28.13,28.47,92.12,1.617,30.278,1.2656,34.41,normal
1,311,4.67,23.86,22.66,98.59,4.361,29.631,0.0521,7.92,normal
8,42,345.28,31.25,42.26,53.93,2.12,28.503,15.0,584.05,normal
16,130,542.96,21.18,37.7,53.92,4.277,19.692,15.0,384.91,panel_failure
17,239,311.41,24.18,32.46,59.73,0.845,28.309,15.0,542.36,normal
5,199,0.0,17.57,17.05,89.26,3.118,30.111,0.9194,21.31,normal
3,176,0.0,14.56,14.37,96.62,2.153,29.156,0.3948,16.32,dirty_panels
16,64,401.82,30.19,44.18,61.06,1.473,28.041,15.0,686.89,normal
3,209,1.15,14.56,15.09,89.64,3.077,27.505,0.0851,10.49,partial_shading
1,271,24.59,19.69,20.1,91.41,1.253,28.438,1.28,29.95,partial_shading
11,15,527.27,31.02,47.88,38.7,2.154,30.724,15.0,854.7,normal
13,216,921.49,25.55,52.78,27.53,1.984,30.47,15.0,1002.14,dirty_panels
5,331,11.03,25.76,25.33,89.58,4.65,28.604,0.0,12.82,partial_shading
5,210,0.15,19.57,19.87,90.93,3.396,28.84,0.033,0.0,dirty_panels
5,348,2.92,24.49,24.62,85.21,4.45,26.805,0.0818,8.07,normal
8,129,528.74,22.87,38.57,55.17,3.549,30.655,15.0,889.94,normal
0,2,0.0,22.92,23.34,91.15,1.265,17.834,0.7832,11.54,panel_failure
0,249,17.85,18.88,19.25,99.07,2.388,29.597,0.1958,14.13,partial_shading
8,78,373.89,25.96,38.3,57.19,0.857,4.389,14.8328,65.98,inverter_failure
0,4,0.0,23.04,23.69,93.08,0.975,27.915,0.0,0.0,normal
7,66,255.35,25.28,33.64,63.33,1.466,28.238,15.0,448.67,normal
13,341,500.4,31.44,47.89,39.65,2.521,15.901,15.0,333.77,panel_failure
0,286,15.27,22.17,23.97,98.82,2.548,31.098,1.2723,36.11,normal
14,101,748.68,24.13,48.16,36.14,3.364,30.219,15.0,820.43,dirty_panels
14,219,807.89,23.55,49.91,36.34,1.478,31.308,15.0,898.54,dirty_panels
13,124,924.24,24.98,53.17,30.16,2.475,31.486,15.0,620.58,partial_shading
15,65,500.65,30.45,44.86,52.43,3.706,29.941,15.0,555.84,dirty_panels
19,361,26.2,26.95,27.38,83.08,2.54,27.902,0.0367,0.0,partial_shading
1,298,24.85,21.45,21.89,98.56,3.473,29.358,1.4095,38.03,normal
4,133,23.91,15.5,17.42,93.47,3.03,27.771,1.3468,33.46,normal
7,130,357.75,17.74,28.05,65.38,2.793,30.116,14.4071,430.3,dirty_panels
16,298,339.06,26.76,37.46,56.31,2.651,28.452,15.0,599.16,normal
20,169,0.0,15.11,15.41,95.72,4.332,28.364,0.1117,11.26,partial_shading
22,138,10.02,13.02,13.3,92.71,2.019,28.375,0.0099,0.0,normal
13,142,946.5,21.1,50.94,34.98,3.997,32.117,15.0,669.39,partial_shading
9,164,722.97,23.02,45.94,47.68,3.05,27.815,15.0,801.36,dirty_panels
9,191,743.82,22.35,47.0,40.86,3.349,32.657,15.0,1255.98,normal
1,15,5.15,23.74,25.03,96.93,1.631,28.003,0.0,5.71,dirty_panels
11,176,988.38,21.82,52.92,30.21,3.919,30.666,15.0,1597.3,normal
12,161,1056.17,23.21,55.45,29.38,2.628,31.316,15.0,1653.75,normal
4,101,0.0,18.06,19.21,99.58,1.893,29.128,0.0,20.24,partial_shading
18,130,210.98,19.19,25.01,74.8,1.0,30.068,5.6261,156.53,partial_shading
19,155,31.98,17.88,20.21,91.37,2.557,29.473,1.5283,52.59,normal
7,134,369.83,19.44,32.17,66.69,3.07,31.587,15.0,663.71,normal
21,332,0.45,24.17,25.45,94.34,0.674,29.542,0.477,14.12,normal
2,193,0.0,16.04,16.55,96.1,1.506,28.683,0.655,18.7,partial_shading
21,184,0.0,16.35,14.77,95.75,2.511,28.247,0.0,0.0,dirty_panels
18,96,215.34,24.03,30.12,73.23,2.815,28.661,13.2842,381.95,normal
5,335,8.36,27.15,27.52,87.17,1.652,30.102,0.4166,21.29,normal
15,9,312.73,31.46,41.19,47.2,3.025,31.21,15.0,532.36,normal
7,201,390.72,19.54,31.91,64.06,2.317,30.611,15.0,719.67,normal
19,62,18.52,20.87,21.42,93.05,2.928,25.641,0.0,14.32,normal
3,281,1.53,18.49,18.52,96.67,2.471,26.563,0.2007,11.9,normal
5,139,7.83,17.53,17.13,84.52,0.698,28.825,1.1103,38.72,normal
7,108,333.39,22.18,33.27,65.12,4.382,29.301,15.0,574.45,normal
4,22,17.61,25.36,26.09,95.53,4.236,28.842,0.315,0.0,normal
7,289,242.27,28.72,35.94,69.62,1.994,30.526,13.9673,428.09,normal
14,145,843.49,21.91,48.99,34.99,4.842,31.701,15.0,558.5,partial_shading
15,97,595.52,26.54,45.35,42.54,3.414,30.175,13.5052,414.08,partial_shading
13,309,596.12,30.68,50.39,37.04,4.312,28.474,14.169,403.87,partial_shading
4,8,2.6,24.77,24.89,96.71,3.465,3.844,0.057,0.37,inverter_failure
4,172,0.38,15.21,16.2,95.7,2.268,28.867,0.3763,12.45,dirty_panels
22,59,10.66,21.95,21.12,92.07,2.729,29.253,0.5886,7.74,normal
6,47,136.92,25.34,30.1,83.15,1.974,27.865,9.4469,249.27,normal
2,8,0.0,25.27,24.97,94.7,1.045,29.461,0.0,0.0,partial_shading
10,69,630.86,25.6,44.28,40.99,1.994,28.285,14.9189,411.37,partial_shading
0,346,0.0,25.89,26.76,93.01,3.082,26.137,0.0,0.0,normal
8,163,548.86,20.76,37.72,58.0,3.21,28.967,15.0,589.9,dirty_panels
20,365,0.0,25.58,24.07,96.72,2.173,30.173,0.0,0.0,normal
6,98,188.25,18.82,25.67,77.91,0.682,30.727,11.9151,381.46,normal
16,279,379.55,26.5,38.71,53.4,1.943,27.958,15.0,635.6,normal
11,33,597.53,33.55,51.4,40.64,4.494,28.459,15.0,957.84,normal
8,40,353.25,28.33,38.62,59.53,3.029,30.259,8.3239,249.86,partial_shading
15,6,395.21,32.56,43.67,52.39,2.278,29.146,15.0,653.04,normal
14,329,477.6,31.98,46.75,42.59,1.193,17.287,15.0,321.42,panel_failure
7,246,306.93,24.73,34.27,66.08,1.32,30.163,15.0,537.03,normal
5,272,0.0,23.04,23.64,88.51,5.13,29.716,0.2321,3.27,normal
22,339,7.44,21.68,21.89,100.0,2.347,27.979,0.4692,0.0,partial_shading
4,122,5.62,15.83,15.3,93.24,3.18,29.261,0.1381,13.68,partial_shading
23,264,21.9,19.78,20.34,91.26,4.823,30.841,0.7363,15.71,normal
11,184,1007.55,23.7,55.14,29.89,3.259,30.966,15.0,1111.01,dirty_panels
23,199,0.0,12.66,11.96,93.4,2.202,28.755,0.0367,0.0,normal
8,242,480.96,27.34,40.85,59.22,1.488,29.305,15.0,781.02,normal
13,172,1038.07,24.59,57.15,26.72,1.274,29.252,15.0,1624.49,normal
14,9,478.59,33.35,48.42,40.93,2.238,28.644,11.4728,316.55,partial_shading
8,28,286.05,30.16,40.0,58.55,3.701,28.512,15.0,483.72,normal
5,184,0.0,18.2,17.66,92.86,2.157,27.156,0.3626,0.0,dirty_panels
12,209,991.52,25.12,56.05,32.35,1.16,29.228,15.0,1545.3,normal
15,268,514.5,23.83,39.05,52.3,3.896,27.392,15.0,868.31,normal
6,209,234.2,19.91,26.47,77.53,0.765,28.485,14.3507,406.7,normal
18,69,178.57,24.1,29.65,76.74,2.789,29.829,4.8614,127.5,partial_shading
15,134,670.59,21.97,43.06,47.79,3.342,29.82,15.0,1104.42,normal
3,162,0.0,13.78,12.56,90.9,1.383,28.488,0.6076,21.33,normal
22,360,12.19,20.9,20.22,89.82,0.885,29.574,0.6503,8.84,dirty_panels
1,195,0.0,11.68,11.41,97.93,3.837,30.489,0.0,0.0,normal
15,232,649.98,26.0,46.88,46.21,4.898,32.363,15.0,1062.31,normal
10,269,640.5,28.59,48.05,42.95,6.351,30.229,15.0,1056.09,normal
15,133,692.93,19.16,40.41,42.54,3.188,29.872,15.0,1168.7,normal
18,353,133.7,27.47,31.45,82.03,1.116,28.63,5.4422,152.56,dirty_panels
16,247,471.26,25.68,39.66,57.71,2.805,30.298,11.5023,342.42,partial_shading
15,310,415.45,29.87,42.63,49.13,5.841,29.447,15.0,651.6,normal
20,274,0.0,23.45,22.44,95.62,2.987,16.917,0.1035,4.43,panel_failure
16,227,492.24,24.39,39.42,56.09,0.304,29.707,11.3915,345.98,partial_shading
19,12,0.0,24.59,25.67,86.49,1.448,27.858,0.0714,0.0,normal
9,214,659.07,22.73,44.38,44.24,1.243,27.782,15.0,1110.08,normal
4,48,0.2,21.0,21.63,95.99,2.367,28.131,0.1582,11.13,partial_shading
5,221,0.0,16.59,17.42,87.78,1.947,30.257,0.211,22.18,normal
14,257,666.12,24.69,44.35,35.19,8.083,31.557,15.0,475.0,partial_shading
12,199,1019.95,22.32,53.39,30.63,1.679,18.481,15.0,654.26,panel_failure
1,113,21.79,15.4,15.95,97.13,3.91,28.356,1.4425,35.15,normal
4,22,0.0,23.66,25.47,98.21,1.749,28.009,0.0,0.66,dirty_panels
23,245,1.37,17.33,17.1,96.6,0.879,17.406,0.0307,0.0,panel_failure
17,255,328.58,24.67,35.51,68.46,2.145,28.375,12.6988,370.46,dirty_panels
18,175,235.7,19.47,27.49,79.25,2.151,29.335,10.1619,306.55,dirty_panels
4,262,0.0,18.49,18.76,95.24,2.193,30.489,0.1082,16.74,partial_shading
1,285,4.45,21.73,21.72,88.64,4.143,4.707,0.0806,0.0,inverter_failure
6,188,245.34,18.3,25.08,79.79,3.07,28.998,10.3954,316.47,dirty_panels
20,18,9.22,24.41,23.18,91.94,2.964,30.011,1.6852,53.39,normal
12,318,573.01,34.89,53.58,33.1,2.319,30.006,13.0412,389.77,partial_shading
18,171,229.78,14.84,21.57,73.24,2.479,29.457,9.3274,284.03,dirty_panels
11,246,800.19,23.58,47.46,41.51,0.19,31.933,15.0,543.64,partial_shading
11,333,517.03,33.09,49.75,39.68,1.302,27.3,13.3807,365.91,partial_shading
14,133,823.74,23.09,49.11,34.23,1.107,30.804,15.0,1342.12,normal
23,228,0.0,12.3,12.88,92.95,2.284,28.034,0.4363,16.89,partial_shading
10,8,447.01,30.57,45.27,43.03,3.178,4.496,15.0,82.72,inverter_failure
14,324,500.3,30.35,45.03,43.94,3.74,29.897,15.0,573.71,dirty_panels
22,22,7.44,23.84,23.18,95.84,5.01,28.125,0.0055,0.0,normal
8,198,548.61,23.05,39.66,51.63,3.879,6.442,15.0,104.71,inverter_failure
20,129,0.0,19.43,20.05,95.95,0.949,19.285,0.0,0.65,panel_failure
12,14,558.61,30.18,45.79,34.92,3.803,19.449,15.0,397.63,panel_failure
21,169,2.27,12.35,12.45,98.14,3.657,19.178,0.2312,0.0,panel_failure
11,342,496.45,30.58,47.01,38.81,1.142,29.689,15.0,573.69,dirty_panels
15,61,521.84,30.29,47.15,45.2,3.314,29.738,15.0,855.71,normal
7,107,342.79,23.05,34.18,67.92,3.137,29.558,15.0,573.03,normal
15,70,522.88,27.73,44.47,48.75,3.246,16.188,15.0,318.9,panel_failure
7,46,288.55,27.76,34.41,65.34,0.689,30.627,10.7954,329.66,dirty_panels
14,85,665.68,26.96,49.15,41.81,2.134,30.052,15.0,742.69,dirty_panels
18,209,250.05,17.63,25.61,78.18,3.121,28.891,7.1782,206.51,partial_shading
10,285,567.1,30.0,48.64,44.83,1.346,30.325,15.0,915.08,normal
10,252,710.22,26.16,47.41,41.2,1.105,30.102,15.0,809.69,dirty_panels
7,282,231.08,24.39,30.37,66.8,0.323,30.51,9.0392,288.87,dirty_panels
17,262,304.4,25.36,35.75,61.52,3.443,5.495,8.5931,42.23,inverter_failure
14,140,854.49,22.51,48.68,37.35,3.161,30.612,15.0,595.87,partial_shading
12,329,559.19,32.87,49.67,37.85,1.222,30.829,15.0,603.72,dirty_panels
0,63,4.48,20.32,21.22,94.91,2.605,29.068,0.5985,18.24,partial_shading
2,256,0.0,19.71,20.29,85.97,1.968,27.646,0.1,13.91,partial_shading
0,41,11.29,22.49,23.45,96.96,2.384,29.7,0.0041,0.0,normal
20,280,3.52,20.76,21.31,92.08,4.158,26.924,0.7022,21.05,normal
20,32,0.0,24.87,24.08,97.06,1.268,25.283,0.1278,7.08,normal
1,79,4.47,19.68,20.21,100.0,1.791,29.498,0.0,0.0,normal
1,143,0.0,15.38,15.94,94.23,1.414,29.245,0.2422,16.9,partial_shading
18,254,209.43,24.1,28.99,78.31,0.289,29.577,12.3951,365.54,normal
12,17,587.53,31.53,50.56,36.47,7.362,31.34,15.0,650.44,dirty_panels
7,94,314.71,24.47,32.05,67.99,2.677,29.379,7.7632,239.62,partial_shading
14,122,812.19,21.56,47.63,37.86,1.548,30.041,15.0,1308.88,normal
5,267,0.0,22.14,21.67,87.51,1.324,29.597,0.1264,6.81,partial_shading
4,351,1.92,23.58,24.26,92.21,3.401,28.096,0.7129,19.16,normal
8,225,491.39,24.85,40.52,59.94,3.391,29.54,11.656,333.54,partial_shading
21,186,1.08,14.31,14.28,96.32,4.669,29.053,0.0,0.0,normal
18,123,216.75,20.92,28.13,79.19,6.402,29.572,13.3584,394.48,normal
4,301,21.5,19.38,19.58,96.07,1.952,28.484,1.1192,33.9,normal
13,40,582.86,30.55,49.36,40.35,2.134,29.479,15.0,654.99,dirty_panels
21,48,12.0,20.8,22.44,92.31,3.341,27.68,0.3013,16.58,partial_shading
22,74,7.31,22.55,21.75,95.15,2.967,28.026,0.3766,6.34,dirty_panels
18,98,153.78,20.87,23.28,79.21,4.322,30.926,6.2012,190.93,dirty_panels
3,169,4.33,14.12,13.8,98.88,3.36,28.534,0.5442,24.87,normal
5,346,4.22,27.14,26.77,97.08,1.974,28.989,0.0,0.0,normal
5,238,16.84,17.51,17.79,90.01,2.796,15.148,1.0112,13.8,panel_failure
3,140,4.72,13.95,13.26,93.02,2.695,31.363,0.0,0.0,normal
4,78,5.74,19.84,20.5,91.41,4.055,27.939,0.0329,20.17,dirty_panels
7,237,338.24,22.55,31.65,63.36,0.84,28.274,15.0,587.15,normal
13,93,800.42,23.35,48.68,31.87,2.734,30.338,15.0,554.83,partial_shading
9,357,351.21,30.84,42.49,41.18,3.377,17.285,13.8314,239.58,panel_failure
10,175,887.34,23.94,52.09,34.27,2.524,30.951,15.0,965.2,dirty_panels
5,202,19.77,18.53,18.9,91.21,3.128,27.288,0.0,16.44,normal
3,330,0.0,25.39,26.1,95.23,1.617,18.583,0.3549,0.0,panel_failure
23,112,0.0,13.27,13.31,94.22,3.955,29.74,0.0717,3.23,normal
14,173,874.71,24.33,51.4,31.71,1.039,30.43,15.0,587.57,partial_shading
5,195,0.0,17.32,17.71,92.2,4.389,27.146,0.0271,0.0,normal
19,99,11.44,22.84,23.44,90.53,2.281,27.997,0.2608,6.13,normal
19,20,6.11,26.33,27.0,89.02,2.126,28.863,0.0,0.0,normal
23,104,6.93,12.29,11.36,88.22,1.719,27.612,0.6708,31.01,dirty_panels
3,42,24.02,23.37,23.59,93.36,4.266,27.775,0.5269,13.03,normal
15,247,601.0,24.65,42.92,47.4,4.722,31.07,13.6337,428.82,partial_shading
